Column1,Column2,Column3,Column4,Column5,Column6
raer.213,HR7400,0.000,16826.89782,0.000,t
raes.199,158633,-1724.083,16830.82376,0.275,t
raes.200,158633,-1734.414,16830.83542,0.555,t
raes.201,158633,-1743.202,16830.84543,0.796,t
raes.202,158633,-1751.056,16830.85449,1.014,t
raes.203,158633,-1758.856,16830.86363,1.234,t
raes.208,HR7400,0.000,16830.89579,0.000,t
raet.215,183263,10264.131,16831.92491,0.603,t
raet.216,183263,10220.108,16831.94151,1.003,t
raet.217,183263,10180.629,16831.95673,1.369,t
raet.218,183263,10136.389,16831.97436,1.793,t
raet.219,183263,10083.906,16831.99643,2.324,t
raex.200,144579,-12536.410,16839.74111,0.165,t
raex.201,144579,-12580.241,16839.76358,0.706,t
raex.202,144579,-12617.561,16839.78314,1.177,t
raex.203,144579,-12656.932,16839.80458,1.693,t
raex.204,144579,-12695.150,16839.82666,2.224,t
rafc.192,146700,-20274.941,16850.7058,-0.225,t
rafc.193,146700,-20298.712,16850.71477,-0.009,t
rafc.194,146700,-20319.608,16850.72265,0.181,t
rafc.221,187123,5700.509,16850.87874,0.466,t
rafc.222,187123,5670.543,16850.89256,0.798,t
rafc.223,187123,5639.120,16850.90729,1.153,t
rafc.224,187123,5605.160,16850.92365,1.546,t
rafd.218,190406,6439.328,16852.89113,0.578,t
rafd.219,190406,6421.131,16852.89819,0.748,t
rafd.220,190406,6402.539,16852.90546,0.923,t
rafd.221,190406,6383.042,16852.91316,1.108,t
rafd.222,190406,6359.732,16852.92248,1.333,t
rafe.185,FLATTEST,27032.997,16854.58971,10.423,t
rafe.186,FLATTEST,27036.570,16854.59155,10.378,t
rafe.187,FLATTEST,27039.342,16854.59298,10.344,t
rafe.188,FLATTEST,27042.057,16854.59439,10.310,t
rafe.189,FLATTEST,27044.871,16854.59586,10.274,t
rafh.214,199305,8756.773,16860.87886,0.080,t
rafh.215,199305,8738.006,16860.89525,0.475,t
rafh.216,199305,8720.581,16860.91065,0.845,t
rafh.217,199305,8697.188,16860.93185,1.355,t
rafi.204,junk,-6557.719,16863.74969,-0.144,t
rafl.198,KIC10657664,-400.989,16870.73165,-1.183,t
rafs.193,166620,-10352.134,16884.66645,-0.753,t
rafs.194,166620,-10364.263,16884.67265,-0.604,t
rafs.195,166620,-10376.439,16884.67885,-0.455,t
rafs.196,166620,-10388.509,16884.68496,-0.308,t
rafs.197,166620,-10400.109,16884.69081,-0.167,t
rafs.229,GL908,17130.000,16884.91815,-0.425,t
rafs.230,GL908,17087.296,16884.93382,-0.048,t
rafs.231,GL908,17041.729,16884.95053,0.354,t
raft.234,217107,10115.452,16886.87864,-0.413,t
raft.235,217107,10096.710,16886.88537,-0.251,t
raft.236,217107,10077.858,16886.89211,-0.089,t
raft.237,217107,10058.599,16886.899,0.077,t
raft.238,217107,10040.192,16886.90559,0.236,t
rafv.199,215152,5779.541,16890.85466,-0.485,t
rafv.200,215152,5738.142,16890.86944,-0.129,t
rafv.201,215152,5661.444,16890.89679,0.529,t
rafw.213,215152,5293.696,16891.85014,-0.528,t
rafw.214,215152,5257.825,16891.86296,-0.220,t
rafw.215,215152,5223.012,16891.87534,0.078,t
rafw.228,10476,25653.066,16891.94193,-1.232,t
rafw.229,10476,25647.131,16891.9445,-1.170,t
rafw.230,10476,25641.007,16891.94714,-1.107,t
rafw.231,10476,25634.124,16891.95009,-1.036,t
rafw.232,10476,25626.584,16891.95331,-0.958,t
rafy.215,207978,4044.726,16894.81592,-0.277,t
rafy.216,207978,4035.013,16894.81992,-0.181,t
rafy.217,207978,4025.290,16894.82393,-0.084,t
rafy.218,207978,4015.675,16894.82789,0.011,t
rafy.219,207978,4006.396,16894.83171,0.103,t
rafz.195,343246,-14389.452,16895.6828,-0.387,t
rafz.210,197964,-6051.459,16895.77847,-0.022,t
rafz.211,197964,-6055.328,16895.77993,0.013,t
rafz.212,197964,-6059.105,16895.78135,0.047,t
rafz.213,197964,-6062.913,16895.78279,0.081,t
rafz.214,197964,-6066.659,16895.7842,0.115,t
ragd.196,174628,-23406.994,16900.67207,-0.302,t
ragd.197,174628,-23436.735,16900.68356,-0.026,t
ragd.198,174628,-23464.220,16900.69417,0.230,t
ragd.199,174628,-23491.879,16900.70489,0.488,t
ragd.205,195689,-3085.910,16900.74243,-0.270,t
ragd.239,195689,-3463.257,16901.00647,6.085,t
rage.183,178428,-17531.748,16903.66116,-0.631,t
rage.184,178428,-17536.951,16903.66328,-0.580,t
rage.185,178428,-17542.334,16903.66546,-0.527,t
rage.186,178428,-17547.698,16903.66764,-0.475,t
rage.187,178428,-17553.014,16903.66979,-0.423,t
rage.191,CK00097,-8728.849,16903.68884,-0.050,t
rage.192,195689,-3865.311,16903.71316,-0.776,t
rage.215,4813,12461.451,16903.91535,-0.267,t
rage.216,4813,12449.937,16903.91957,-0.165,t
rage.217,4813,12438.063,16903.92393,-0.060,t
rage.218,4813,12426.627,16903.92812,0.041,t
rage.219,4813,12415.476,16903.9322,0.139,t
ragf.183,195689,-4333.734,16905.67027,-1.676,t
ragf.186,CK00097,-9117.685,16905.70236,0.408,t
ragf.195,195689,-4450.616,16905.72902,-0.262,t
ragf.196,KIC10657664,-6386.574,16905.74447,1.435,t
ragf.206,201092,-2152.828,16905.82985,1.562,t
ragf.207,201092,-2162.728,16905.83489,1.683,t
ragf.208,201092,-2172.617,16905.83998,1.806,t
ragf.209,201092,-2182.437,16905.84511,1.929,t
ragf.210,201092,-2192.589,16905.85049,2.059,t
ragf.214,195689,-4726.005,16905.87703,3.300,t
ragg.193,165341A,-25380.006,16906.64651,0.287,t
ragg.194,165341A,-25381.745,16906.64722,0.304,t
ragg.195,165341A,-25383.541,16906.64795,0.321,t
ragg.196,165341A,-25385.336,16906.64868,0.339,t
ragg.197,165341A,-25387.131,16906.6494,0.357,t
ragg.201,195689,-4583.568,16906.6573,-1.922,t
ragg.208,182572,-18559.503,16906.68318,-0.194,t
ragg.209,182572,-18568.354,16906.68664,-0.111,t
ragg.210,182572,-18576.913,16906.68999,-0.031,t
ragg.211,182572,-18585.268,16906.69325,0.048,t
ragg.212,182572,-18593.561,16906.69649,0.126,t
ragg.217,195689,-4688.866,16906.71134,-0.622,t
ragg.219,KIC10657664,-6532.669,16906.74364,1.481,t
ragg.226,195689,-4921.075,16906.82866,2.202,t
ragh.192,195689,-5216.275,16908.70284,-0.694,t
ragh.199,199960,-14446.972,16908.75113,-0.063,t
ragh.200,199960,-14468.324,16908.75889,0.124,t
ragh.201,199960,-14488.251,16908.76613,0.298,t
ragh.202,199960,-14508.469,16908.77351,0.476,t
ragh.203,199960,-14528.464,16908.78083,0.652,t
ragj.194,195689,-6657.972,16913.7523,0.827,t
ragj.219,11964A,14722.616,16913.94892,0.093,t
ragj.220,11964A,14695.961,16913.95884,0.331,t
ragk.191,195689,-7285.305,16915.80525,2.234,t
ragk.219,11964A,13844.832,16915.97396,0.824,t
ragk.220,11964A,13816.906,16915.98457,1.080,t
ragk.221,11964A,13789.697,16915.99508,1.333,t
ragk.222,11964A,13763.609,16916.00536,1.580,t
ragk.223,11964A,13736.828,16916.01617,1.840,t
ragl.187,176051,-15102.491,16917.6383,-0.044,t
ragl.188,176051,-15105.639,16917.6398,-0.008,t
ragl.189,176051,-15108.860,16917.64134,0.029,t
ragl.190,176051,-15112.081,16917.64288,0.066,t
ragl.191,176051,-15115.398,16917.64447,0.104,t
ragl.196,187691,-20187.273,16917.66054,-0.447,t
ragl.197,187691,-20191.584,16917.66223,-0.406,t
ragl.198,187691,-20195.484,16917.66376,-0.370,t
ragl.199,187691,-20199.329,16917.66526,-0.333,t
ragl.200,187691,-20202.941,16917.66667,-0.299,t
rago.186,222404,10896.755,16924.63082,-4.464,t
rago.187,222404,10896.475,16924.63173,-4.442,t
rago.188,222404,10896.185,16924.63267,-4.419,t
rago.189,222404,10895.893,16924.6336,-4.397,t
rago.190,222404,10895.562,16924.63466,-4.371,t
ragr.157,CK00097,-12873.610,16933.62827,0.490,t
ragr.158,CK00097,-12899.769,16933.64267,0.836,t
ragr.159,CK00097,-12925.474,16933.65709,1.183,t
ragr.186,TYC1340-352-1,29917.826,16933.93025,-3.419,t
ragr.187,TYC1340-352-1,29896.753,16933.94463,-3.073,t
ragr.188,TYC1340-352-1,29873.671,16933.959,-2.728,t
ragu.203,123,5560.293,16939.81751,0.513,t
ragu.204,123,5556.582,16939.81996,0.572,t
ragu.205,123,5552.878,16939.82242,0.631,t
ragu.206,123,5549.042,16939.82496,0.693,t
ragu.207,123,5545.267,16939.82747,0.753,t
ragv.104,HR7001,0.000,16941.67394,0.000,t
ragv.139,HR664,0.000,16941.8974,0.000,t
ragv.152,HR1998,0.000,16941.97583,0.000,t
ragx.186,195564,-28923.860,16949.60584,-0.306,t
ragx.187,195564,-28941.664,16949.61324,-0.128,t
ragx.188,195564,-28963.349,16949.62223,0.089,t
ragx.189,195564,-28984.203,16949.63088,0.297,t
ragx.190,195564,-29002.344,16949.63844,0.479,t
ragx.196,HR7001,0.000,16949.69387,0.000,t
ragx.210,HR664,0.000,16949.80936,0.000,t
ragx.228,HR1998,0.000,16949.92218,0.000,t
ragz.175,HR932,0.000,16967.58442,0.000,t
ragz.195,HR838,0.000,16967.70773,0.000,t
ragz.198,HR1044,0.000,16967.71826,0.000,t
ragz.201,HR1261,0.000,16967.74311,0.000,t
ragz.202,HR9098,0.000,16967.74553,0.000,t
ragz.203,HR1178,0.000,16967.74757,0.000,t
ragz.216,HR179,0.000,16967.76132,0.000,t
ragz.224,HR932,0.000,16967.84554,0.000,t
ragz.237,HR838,0.000,16967.86082,0.000,t
ragz.238,HR664,0.000,16967.86226,0.000,t
ragz.239,HR1544,0.000,16967.86428,0.000,t
ragz.240,HR1178,0.000,16967.86591,0.000,t
ragz.241,HR1621,0.000,16967.86857,0.000,t
ragz.242,HR1044,0.000,16967.87205,0.000,t
ragz.243,HR708,0.000,16967.87546,0.000,t
ragz.244,HR1261,0.000,16967.87855,0.000,t
ragz.245,HR1998,0.000,16967.88068,0.000,t
ragz.251,HR664,0.000,16967.91249,0.000,t
ragz.255,HR1544,0.000,16967.91932,0.000,t
ragz.259,HR1621,0.000,16967.93183,0.000,t
ragz.260,HR838,0.000,16967.93432,0.000,t
ragz.261,HR1679,0.000,16967.93618,0.000,t
raha.142,HR179,0.000,16970.64413,0.000,t
raha.147,HR664,0.000,16970.72439,0.000,t
raha.148,HR708,0.000,16970.72688,0.000,t
raha.150,HR664,0.000,16970.74718,0.000,t
raha.151,HR708,0.000,16970.74949,0.000,t
raha.159,HR1044,0.000,16970.79788,0.000,t
raha.167,HR1178,0.000,16970.80997,0.000,t
raha.170,HR1261,0.000,16970.82102,0.000,t
raha.175,26965,5914.058,16970.84456,-0.983,t
raha.176,26965,5900.996,16970.84942,-0.866,t
raha.177,26965,5884.873,16970.85538,-0.723,t
raha.178,26965,5874.709,16970.85912,-0.633,t
raha.179,26965,5863.973,16970.86305,-0.538,t
raha.186,HR1679,0.000,16970.89108,0.000,t
raha.189,HR1998,0.000,16970.91087,0.000,t
raha.192,EPIC-202071635,21568.759,16970.94292,-0.576,t
raha.193,EPIC-202071635,21559.990,16970.94637,-0.493,t
raha.194,EPIC-202071635,21551.316,16970.94977,-0.411,t
raha.195,EPIC-202093968,22455.732,16970.95352,-0.490,t
raha.196,EPIC-202093968,22449.426,16970.95604,-0.429,t
raha.197,EPIC-202093968,22442.936,16970.95864,-0.367,t
raha.199,EPIC-202126852,23711.883,16970.96746,-0.460,t
raha.200,EPIC-202126852,23698.225,16970.97321,-0.321,t
raha.201,EPIC-202126852,23684.529,16970.97896,-0.183,t
raha.202,EPIC-202090723,20313.103,16970.98788,0.723,t
raha.203,EPIC-202090723,20293.925,16970.99567,0.910,t
raha.204,EPIC-202090723,20275.891,16971.00307,1.088,t
rahb.139,HR708,0.000,16972.7595,0.000,t
rahb.144,HR664,0.000,16972.77026,0.000,t
rahb.147,HR1044,0.000,16972.78984,0.000,t
rahb.154,HR1178,0.000,16972.843,0.000,t
rahb.158,HR1261,0.000,16972.8485,0.000,t
rahb.160,HR1679,0.000,16972.85359,0.000,t
rahb.167,HR1998,0.000,16972.88602,0.000,t
rahf.180,HR708,0.000,16983.61396,0.000,t
rahf.182,HR179,0.000,16983.66824,0.000,t
rahg.187,6582,-7750.767,16985.58784,3.035,t
rahg.188,6582,-7752.797,16985.5894,2.997,t
rahg.189,6582,-7754.887,16985.591,2.958,t
rahg.190,6582,-7756.946,16985.59256,2.921,t
rahg.191,6582,-7759.004,16985.59411,2.884,t
rahg.197,343246B,-15104.251,16985.64141,4.664,t
rahg.198,343246B,-15109.897,16985.65579,5.010,t
rahg.199,343246B,-15112.820,16985.66981,5.347,t
rahh.242,4732,-24270.655,16988.70919,0.439,t
rahh.243,4732,-24294.924,16988.71968,0.691,t
rahh.244,4732,-24325.157,16988.7329,1.010,t
rahh.245,4732,-24355.933,16988.74665,1.341,t
rahh.246,4732,-24377.584,16988.75656,1.579,t
rahh.273,EPIC-202065819,14456.079,16988.93071,0.223,t
rahh.274,EPIC-202065819,14417.215,16988.94585,0.587,t
rahh.275,EPIC-202065819,14380.407,16988.96036,0.936,t
rahj.204,GJ251,12697.222,16999.90134,-0.374,t
rahj.205,GJ251,12687.686,16999.9053,-0.279,t
rahj.206,EPIC-202126852,11887.978,16999.91432,0.125,t
rahj.207,EPIC-202126852,11871.765,16999.92067,0.278,t
rahj.208,EPIC-202126852,11851.531,16999.92862,0.469,t
rahn.221,EPIC-202089657,-601.953,17015.85919,0.464,t
rahn.222,EPIC-202089657,-632.824,17015.87085,0.745,t
rahn.223,EPIC-202089657,-663.136,17015.88244,1.024,t
raho.211,EPIC-202071289,-4530.801,17026.8079,-0.294,t
raho.212,EPIC-202071289,-4547.226,17026.81414,-0.144,t
raho.213,EPIC-202071289,-4563.520,17026.82032,0.005,t
raho.218,2M0659-0405,1531.339,17026.84826,0.044,t
rahp.211,37394,-8318.842,17028.78057,-0.141,t
rahp.212,37394,-8326.489,17028.78477,-0.040,t
rahp.213,37394,-8334.370,17028.7891,0.064,t
rahp.214,37394,-8342.059,17028.79333,0.166,t
rahp.215,37394,-8348.859,17028.79706,0.256,t
rahp.219,EPIC-202088212,-5110.649,17028.81252,-0.080,t
rahp.220,EPIC-202088212,-5144.559,17028.82477,0.215,t
rahp.221,EPIC-202088212,-5177.688,17028.83677,0.503,t
rahp.249,ASASSN-14LP,30028.113,17029.07437,-0.035,t
rahp.250,ASASSN-14LP,29994.162,17029.08864,0.308,t
rahp.251,ASASSN-14LP,29961.719,17029.10235,0.638,t
rahr.108,4614,-19555.789,17034.60462,0.971,t
rahr.109,4614,-19557.666,17034.60605,1.006,t
rahr.110,4614,-19559.508,17034.60745,1.039,t
rahr.111,4614,-19561.361,17034.60886,1.073,t
rahr.112,4614,-19563.240,17034.61029,1.108,t
rahr.124,23356,-21428.809,17034.71414,0.675,t
rahr.125,23356,-21462.564,17034.72856,1.022,t
rahr.126,EPIC-202086137,-4569.248,17034.76956,-1.259,t
rahr.127,EPIC-202086137,-4604.975,17034.78357,-0.922,t
rahr.128,EPIC-202086137,-4639.946,17034.79704,-0.598,t
rahr.129,EPIC-208142619,-7007.383,17034.8146,0.176,t
rahr.130,EPIC-208142619,-7049.999,17034.83038,0.556,t
rahr.131,EPIC-208142619,-7085.872,17034.84381,0.879,t
rahr.133,EPIC-201367065,26968.618,17034.86682,-3.423,t
rahr.134,EPIC-201367065,26941.712,17034.88193,-3.060,t
rahr.135,EPIC-201367065,26912.765,17034.89685,-2.701,t
rahs.179,EPIC-202061000,-10827.070,17035.68363,-2.402,t
rahs.180,EPIC-202061000,-10860.071,17035.69802,-2.056,t
rahs.181,EPIC-202061000,-10895.035,17035.71263,-1.704,t
rahs.182,EPIC-202126887,-7105.164,17035.73102,-1.830,t
rahs.183,EPIC-202126887,-7139.477,17035.74532,-1.486,t
rahs.184,EPIC-202126887,-7174.558,17035.75953,-1.144,t
rahs.193,EPIC-201367065,26717.961,17035.86487,-3.406,t
rahs.194,EPIC-201367065,26691.422,17035.87965,-3.051,t
rahs.195,EPIC-201367065,26664.096,17035.89368,-2.713,t
rahs.203,EPIC-201367065,26455.957,17035.9825,-0.576,t
rahs.204,EPIC-201367065,26418.579,17035.99702,-0.226,t
rahs.205,EPIC-201367065,26381.694,17036.01129,0.117,t
rahs.210,ASASSN-14LP,29551.219,17036.05012,-0.175,t
rahs.211,ASASSN-14LP,29516.343,17036.0644,0.169,t
rahs.212,ASASSN-14LP,29483.495,17036.0779,0.494,t
rahu.187,34411,-16541.751,17040.60734,-3.146,t
rahv.191,34411,-17365.984,17042.60684,-3.024,t
rahv.192,34411,-17371.241,17042.61,-2.947,t
rahv.193,34411,-17376.458,17042.61309,-2.873,t
rahv.194,34411,-17382.328,17042.61651,-2.791,t
rahv.195,34411,-17388.835,17042.62025,-2.701,t
rahv.209,23356,-22728.718,17042.69325,0.712,t
rahw.199,2M0659-0405,-6713.910,17044.73544,-1.485,t
rahw.205,2M0659-0405,-6892.595,17044.8009,0.091,t
rahy.205,23356,-23306.274,17047.68227,0.786,t
rahy.206,23356,-23355.055,17047.70427,1.315,t
rahy.207,23356,-23401.062,17047.72602,1.839,t
rahy.208,23356,-23442.024,17047.7467,2.336,t
rahy.209,23356,-23480.486,17047.7679,2.847,t
rahy.231,95735,12401.925,17047.95531,-0.050,t
rahy.232,95735,12370.255,17047.96903,0.280,t
rahy.233,95735,12341.176,17047.98168,0.585,t
rahy.234,95735,12312.381,17047.99433,0.889,t
rahy.235,95735,12285.124,17048.00648,1.182,t
rahy.236,95735,12257.138,17048.01922,1.488,t
rahy.237,95735,12227.197,17048.03322,1.825,t
raia.220,93396,18410.303,17050.93574,-0.043,t
raib.192,67228,-4929.407,17052.70196,-2.919,t
raib.198,67228,-5009.915,17052.73798,-2.052,t
raib.199,67228,-5014.662,17052.73997,-2.004,t
raib.200,67228,-5019.325,17052.74192,-1.957,t
raib.201,67228,-5024.125,17052.74391,-1.909,t
raib.202,67228,-5028.895,17052.74587,-1.862,t
raic.196,32147,-22586.335,17054.6925,0.173,t
raic.197,32147,-22621.310,17054.7062,0.502,t
raic.198,32147,-22651.748,17054.71824,0.792,t
raic.199,32147,-22679.122,17054.72921,1.056,t
raic.200,32147,-22704.729,17054.73965,1.307,t
raid.191,52711,-14816.575,17056.7875,0.490,t
raid.192,52711,-14830.241,17056.79304,0.624,t
raid.193,EPIC-202126887,-17443.031,17056.81778,1.659,t
raid.194,EPIC-202126887,-17474.652,17056.83166,1.993,t
raid.195,EPIC-202126887,-17500.951,17056.84364,2.281,t
raih.172,HZ21,-9267.626,17113.78952,-0.881,t
raih.183,142848,20522.628,17113.84218,-3.311,t
raih.184,142848,20507.416,17113.85026,-3.116,t
raih.185,143372,21665.612,17113.86454,-2.825,t
raih.186,143372,21619.097,17113.8862,-2.304,t
raih.187,KIC10255705,10211.138,17113.90612,-4.578,t
raih.188,KIC10255705,10198.173,17113.92694,-4.077,t
raih.189,KIC12454613,8070.053,17113.95141,-3.834,t
raih.190,KIC12454613,8053.128,17113.97292,-3.317,t
raih.191,KIC5010054,13286.187,17113.99712,-2.949,t
raih.192,KIC5010054,13259.724,17114.01825,-2.440,t
raih.193,KIC9214713,10698.361,17114.04274,-1.780,t
raih.194,KIC9214713,10678.176,17114.0572,-1.432,t
raii.223,EPIC201886340,-10997.012,17115.72422,-1.580,t
raii.224,EPIC201886340,-11000.519,17115.72557,-1.547,t
raii.225,EPIC201886340,-11004.067,17115.72694,-1.514,t
raim.155,2M0659-0405,-26692.781,17123.65881,1.989,t
raim.183,EPIC201270464,-13799.219,17123.77582,0.325,t
raim.199,101501,-16463.454,17123.8366,1.474,t
raim.200,101501,-16467.496,17123.83849,1.519,t
raim.201,101501,-16471.301,17123.84029,1.563,t
raim.202,101501,-16475.091,17123.84208,1.606,t
raim.203,101501,-16478.767,17123.84383,1.648,t
raim.229,EPIC203771098,21079.644,17123.94526,-0.405,t
rain.207,EPIC201626686,-15502.952,17124.75221,-0.128,t
rain.241,131156,5377.790,17124.90304,-0.054,t
rain.242,131156,5374.424,17124.90432,-0.024,t
rain.243,131156,5371.179,17124.90556,0.006,t
rain.244,131156,5367.994,17124.90677,0.035,t
rain.245,131156,5364.749,17124.90801,0.065,t
raio.210,EPIC201626686,-15903.062,17125.73916,-0.375,t
raio.215,EPIC201403446,-13315.577,17125.75717,-0.270,t
raio.216,EPIC201403446,-13334.026,17125.7638,-0.111,t
raio.217,EPIC201403446,-13352.850,17125.77056,0.052,t
raiq.197,89269,-23431.329,17130.68185,-0.372,t
raiq.198,89269,-23439.293,17130.68619,-0.267,t
raiq.199,89269,-23447.548,17130.69068,-0.159,t
raiq.200,89269,-23455.835,17130.69518,-0.051,t
raiq.201,89269,-23464.210,17130.69973,0.058,t
raiq.205,37424,-25610.676,17130.70752,5.016,t
rair.187,EPIC201295312,-15984.924,17132.66968,-1.891,t
rair.188,EPIC201295312,-16006.778,17132.67842,-1.680,t
rair.189,EPIC201295312,-16028.577,17132.68697,-1.475,t
rair.190,EPIC201577035,-17558.940,17132.69643,-1.117,t
rair.191,EPIC201577035,-17585.274,17132.70635,-0.878,t
rair.192,EPIC201577035,-17600.362,17132.71197,-0.742,t
rair.223,HR5849,0.000,17132.90255,0.000,t
rair.233,EPIC203771098,17554.419,17132.93126,-0.165,t
rair.234,EPIC203771098,17527.548,17132.94188,0.091,t
rair.235,EPIC203771098,17502.721,17132.95171,0.327,t
rair.246,HR6779,0.000,17132.99522,0.000,t
rais.188,2M0659-0405,-26057.635,17133.66488,2.813,t
rait.180,55575,-25802.115,17135.65341,2.407,t
rait.181,55575,-25805.639,17135.65654,2.482,t
rait.182,55575,-25809.257,17135.6598,2.561,t
rait.183,55575,-25813.220,17135.66345,2.649,t
rait.184,55575,-25817.184,17135.66718,2.738,t
rait.188,65583,-29371.449,17135.68661,2.436,t
rait.189,65583,-29391.142,17135.69945,2.745,t
rait.190,65583,-29406.465,17135.71012,3.002,t
rait.191,65583,-29422.110,17135.72184,3.284,t
rait.192,65583,-29438.093,17135.73501,3.601,t
rait.196,EPIC201384232,-16117.057,17135.769,0.417,t
rait.197,EPIC201384232,-16153.138,17135.78223,0.735,t
rait.198,EPIC201384232,-16190.956,17135.79629,1.074,t
raiw.185,2M0659-0405,-25144.233,17140.67404,3.508,t
raiw.186,1-SECONDTEST,17578.146,17140.71354,11.518,t
raiw.187,EPIC201629650,-21518.905,17140.73235,0.421,t
raiw.188,EPIC201629650,-21554.154,17140.74568,0.742,t
raiw.189,EPIC201629650,-21589.056,17140.75907,1.064,t
raix.191,EPIC202065879,-24704.276,17142.681,4.532,t
raix.192,EPIC202065879,-24710.140,17142.69479,4.864,t
raix.193,EPIC202065879,-24713.729,17142.70953,5.219,t
raix.213,111395,-16163.292,17142.78086,0.248,t
raix.214,111395,-16166.909,17142.78233,0.284,t
raix.215,111395,-16170.609,17142.78383,0.320,t
raix.216,111395,-16174.307,17142.78534,0.356,t
raix.217,111395,-16178.087,17142.78688,0.393,t
raiy.254,HR6149,0.000,17143.89526,0.000,t
raiy.259,EPIC205071984,16435.308,17143.92119,-0.345,t
raiy.260,EPIC205071984,16410.698,17143.9306,-0.119,t
raiy.261,EPIC205071984,16385.741,17143.94012,0.111,t
raiz.195,67767,-28944.281,17145.66666,2.464,t
raiz.196,67767,-28949.075,17145.66973,2.538,t
raiz.197,67767,-28953.775,17145.67278,2.611,t
raiz.198,67767,-28958.414,17145.67585,2.685,t
raiz.199,67767,-28962.956,17145.67891,2.759,t
raiz.203,65583,-28447.412,17145.69484,3.314,t
raiz.204,65583,-28457.391,17145.70357,3.524,t
raiz.205,65583,-28466.101,17145.71181,3.723,t
raiz.206,65583,-28473.737,17145.71967,3.912,t
raiz.207,65583,-28481.174,17145.72809,4.114,t
raiz.216,112758,-12020.914,17145.76165,-0.218,t
